Unnamed: 0,Unnamed: 0.1,id,sequence,time,user_id,time_min,min,places,seq_list,user_duration_mean,user_duration_std,diff_mean,trimmed,trimmed_cnt,durations
2023,2023,20080324002742,Rx0412Rx1354Rx1354Rx1354Rx1354--Rx2243Rx2243-Sx1479Sx1479Sx1479Sx1479Sx1922Sx1922Sx1922Sx1922Sx1922Sx1922Sx1922Sx1922Lx0107Lx0107Rx2244--Sx1923Sx1923Sx1923Sx1923-Rx2245Rx2245--Sx1924Sx1924---,2:39:00,92,0 days 02:39:00,159,"['Rx0412', 'Rx1354', 'Rx2243', 'Sx1479', 'Sx1922', 'Lx0107', 'Rx2244', 'Sx1923', 'Rx2245', 'Sx1924']","['Rx0412', 'Rx1354', 'Rx1354', 'Rx1354', 'Rx1354', 'Rx2243', 'Rx2243', 'Sx1479', 'Sx1479', 'Sx1479', 'Sx1479', 'Sx1922', 'Sx1922', 'Sx1922', 'Sx1922', 'Sx1922', 'Sx1922', 'Sx1922', 'Sx1922', 'Lx0107', 'Lx0107', 'Rx2244', 'Sx1923', 'Sx1923', 'Sx1923', 'Sx1923', 'Rx2245', 'Rx2245', 'Sx1924', 'Sx1924']",426.44827586206895,660.1089512998645,-267.4482758620689,"['Rx0412', 'Rx1354', 'Rx2243', 'Sx1479', 'Sx1922', 'Lx0107', 'Rx2244', 'Sx1923', 'Rx2245', 'Sx1924']",10,"[1, 4, 2, 4, 8, 2, 1, 4, 2, 2]"
2024,2024,20080324100511,Sx1914--Rx2246Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925Sx1925--Rx2247Rx2247Rx2247Rx2247---,1:30:00,92,0 days 01:30:00,90,"['Sx1914', 'Rx2246', 'Sx1925', 'Rx2247']","['Sx1914', 'Rx2246', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Sx1925', 'Rx2247', 'Rx2247', 'Rx2247', 'Rx2247']",426.44827586206895,660.1089512998645,-336.4482758620689,"['Sx1914', 'Rx2246', 'Sx1925', 'Rx2247']",4,"[1, 1, 18, 4]"
2025,2025,20080331010331,Ux0178-------Rx1353--Sx1926Sx1926Sx1926---Rx0161---Rx0851-Sx1927Sx1927Sx1927----Bs0289Bs0289--Tx0192Tx0192Tx0192Tx0192Tx0192Tx0192Tx0192Tx0192Tx0192Tx0192Tx0192Tx0192--------Rx2007Rx2007Rx2007Rx2007Rx2007Rx2007Rx2007Rx2007Rx2007Rx2007Rx2007Rx2007-------Rx2248Rx2248Rx2248Rx2248Rx2248----Rx2248Rx2248Rx2248Rx2248Rx2248---------Rx1637Rx1637Rx1637--Ux0249Ux0249Ux0249Ux0249Ux0249Ux0249---Sx1928Sx1928Sx1928Sx1928--Rx2249Sx1929Sx1929Sx1929----Lx0428-Sx1930Sx1930Sx1930Sx1930Sx1930Sx1930Sx1930Sx1930--Rx2250-Nc0025-Rx2251Rx2251-Sx1931Sx1931-Yx0002Yx0002-Sx1932--Lx0408Lx0408Lx0408Lx0408Lx0408Lx0408Lx0408Lx0408Lx0408--------Rx1645Rx1645--,10:50:00,92,0 days 10:50:00,650,"['Ux0178', 'Rx1353', 'Sx1926', 'Rx0161', 'Rx0851', 'Sx1927', 'Bs0289', 'Tx0192', 'Rx2007', 'Rx2248', 'Rx1637', 'Ux0249', 'Sx1928', 'Rx2249', 'Sx1929', 'Lx0428', 'Sx1930', 'Rx2250', 'Nc0025', 'Rx2251', 'Sx1931', 'Yx0002', 'Sx1932', 'Lx0408', 'Rx1645']","['Ux0178', 'Rx1353', 'Sx1926', 'Sx1926', 'Sx1926', 'Rx0161', 'Rx0851', 'Sx1927', 'Sx1927', 'Sx1927', 'Bs0289', 'Bs0289', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Tx0192', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2007', 'Rx2248', 'Rx2248', 'Rx2248', 'Rx2248', 'Rx2248', 'Rx2248', 'Rx2248', 'Rx2248', 'Rx2248', 'Rx2248', 'Rx1637', 'Rx1637', 'Rx1637', 'Ux0249', 'Ux0249', 'Ux0249', 'Ux0249', 'Ux0249', 'Ux0249', 'Sx1928', 'Sx1928', 'Sx1928', 'Sx1928', 'Rx2249', 'Sx1929', 'Sx1929', 'Sx1929', 'Lx0428', 'Sx1930', 'Sx1930', 'Sx1930', 'Sx1930', 'Sx1930', 'Sx1930', 'Sx1930', 'Sx1930', 'Rx2250', 'Nc0025', 'Rx2251', 'Rx2251', 'Sx1931', 'Sx1931', 'Yx0002', 'Yx0002', 'Sx1932', 'Lx0408', 'Lx0408', 'Lx0408', 'Lx0408', 'Lx0408', 'Lx0408', 'Lx0408', 'Lx0408', 'Lx0408', 'Rx1645', 'Rx1645']",426.44827586206895,660.1089512998645,223.55172413793105,"['Ux0178', 'Rx1353', 'Sx1926', 'Rx0161', 'Rx0851', 'Sx1927', 'Bs0289', 'Tx0192', 'Rx2007', 'Rx2248', 'Rx1637', 'Ux0249', 'Sx1928', 'Rx2249', 'Sx1929', 'Lx0428', 'Sx1930', 'Rx2250', 'Nc0025', 'Rx2251', 'Sx1931', 'Yx0002', 'Sx1932', 'Lx0408', 'Rx1645']",25,"[1, 1, 3, 1, 1, 3, 2, 12, 12, 10, 3, 6, 4, 1, 3, 1, 8, 1, 1, 2, 2, 2, 1, 9, 2]"
2026,2026,20080502013740,Ta0081Ta0081-Rx1860-Lx0429-Tx0170Tx0170Tx0170Tx0170Tx0170Tx0170---Rx1858Rx1858--Rx2120Rx2120Rx2120Rx2120Rx2120----Sx1933Sx1933Sx1933Sx1933Sx1933Sx1933Sx1933Sx1933--------,2:24:00,92,0 days 02:24:00,144,"['Ta0081', 'Rx1860', 'Lx0429', 'Tx0170', 'Rx1858', 'Rx2120', 'Sx1933']","['Ta0081', 'Ta0081', 'Rx1860', 'Lx0429', 'Tx0170', 'Tx0170', 'Tx0170', 'Tx0170', 'Tx0170', 'Tx0170', 'Rx1858', 'Rx1858', 'Rx2120', 'Rx2120', 'Rx2120', 'Rx2120', 'Rx2120', 'Sx1933', 'Sx1933', 'Sx1933', 'Sx1933', 'Sx1933', 'Sx1933', 'Sx1933', 'Sx1933']",426.44827586206895,660.1089512998645,-282.4482758620689,"['Ta0081', 'Rx1860', 'Lx0429', 'Tx0170', 'Rx1858', 'Rx2120', 'Sx1933']",7,"[2, 1, 1, 6, 2, 5, 8]"
2027,2027,20080510105216,Ux0153-Ux0250Ux0250--Sx1934---Rx0991--,3:02:00,92,0 days 03:02:00,182,"['Ux0153', 'Ux0250', 'Sx1934', 'Rx0991']","['Ux0153', 'Ux0250', 'Ux0250', 'Sx1934', 'Rx0991']",426.44827586206895,660.1089512998645,-244.44827586206893,"['Ux0153', 'Ux0250', 'Sx1934', 'Rx0991']",4,"[1, 2, 1, 1]"
2028,2028,20080512023648,Sx1935Sx1506Sx1506Sx1936Sx1936Sx1936Sx1936-Rx0525Rx0525St0048St0048Ux0202Ux0202Ux0202Ux0202Ux0202Ux0202-,0:56:00,92,0 days 00:56:00,56,"['Sx1935', 'Sx1506', 'Sx1936', 'Rx0525', 'St0048', 'Ux0202']","['Sx1935', 'Sx1506', 'Sx1506', 'Sx1936', 'Sx1936', 'Sx1936', 'Sx1936', 'Rx0525', 'Rx0525', 'St0048', 'St0048', 'Ux0202', 'Ux0202', 'Ux0202', 'Ux0202', 'Ux0202', 'Ux0202']",426.44827586206895,660.1089512998645,-370.44827586206895,"['Sx1935', 'Sx1506', 'Sx1936', 'Rx0525', 'St0048', 'Ux0202']",6,"[1, 2, 4, 2, 2, 6]"
2029,2029,20080518100246,-Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137------Sx0737Sx0737Sx0737Sx0737---Sx1092Sx0737Sx0737-Bs0290Bs0290--,4:07:00,92,0 days 04:07:00,247,"['Ux0137', 'Sx0737', 'Sx1092', 'Bs0290']","['Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Sx0737', 'Sx0737', 'Sx0737', 'Sx0737', 'Sx1092', 'Sx0737', 'Sx0737', 'Bs0290', 'Bs0290']",426.44827586206895,660.1089512998645,-179.44827586206895,"['Ux0137', 'Sx0737', 'Sx1092', 'Sx0737', 'Bs0290']",5,"[16, 4, 1, 2, 2]"
2030,2030,20080527063251,Rx0865Rx0865Rx0865--Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028Bs0028--Rx2252Rx2252Rx2252Rx2252Rx2252Rx2252Rx2252Rx2252Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441Rx0441---,5:55:00,92,0 days 05:55:00,355,"['Rx0865', 'Bs0028', 'Rx2252', 'Rx0441']","['Rx0865', 'Rx0865', 'Rx0865', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Bs0028', 'Rx2252', 'Rx2252', 'Rx2252', 'Rx2252', 'Rx2252', 'Rx2252', 'Rx2252', 'Rx2252', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441', 'Rx0441']",426.44827586206895,660.1089512998645,-71.44827586206895,"['Rx0865', 'Bs0028', 'Rx2252', 'Rx0441']",4,"[3, 23, 8, 28]"
2031,2031,20080629095405,Sx0732St0044St0044Ux0172Ux0172-St0045St0045---St0044St0044St0044St0044St0044----Rx2253Rx2253Rx2253Rx2253Rx2253Rx2253Rx2253Rx2253Rx2253Rx2253Ux0172Ux0172-Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312Sx0312-Rx2254Rx2254Rx2254Rx2254---,3:31:00,92,0 days 03:31:00,211,"['Sx0732', 'St0044', 'Ux0172', 'St0045', 'Rx2253', 'Sx0312', 'Rx2254']","['Sx0732', 'St0044', 'St0044', 'Ux0172', 'Ux0172', 'St0045', 'St0045', 'St0044', 'St0044', 'St0044', 'St0044', 'St0044', 'Rx2253', 'Rx2253', 'Rx2253', 'Rx2253', 'Rx2253', 'Rx2253', 'Rx2253', 'Rx2253', 'Rx2253', 'Rx2253', 'Ux0172', 'Ux0172', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Sx0312', 'Rx2254', 'Rx2254', 'Rx2254', 'Rx2254']",426.44827586206895,660.1089512998645,-215.44827586206893,"['Sx0732', 'St0044', 'Ux0172', 'St0045', 'St0044', 'Rx2253', 'Ux0172', 'Sx0312', 'Rx2254']",9,"[1, 2, 2, 2, 5, 10, 2, 24, 4]"
2032,2032,20080703142414,Rx1354Rx1354Rx1354Rx1354Rx1354-----Rx0657------Sx1937Sx1937Sx1937Sx1937---Rx2255Rx2255-Rx2255Rx2255----Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070Lx0070----,6:11:00,92,0 days 06:11:00,371,"['Rx1354', 'Rx0657', 'Sx1937', 'Rx2255', 'Lx0070']","['Rx1354', 'Rx1354', 'Rx1354', 'Rx1354', 'Rx1354', 'Rx0657', 'Sx1937', 'Sx1937', 'Sx1937', 'Sx1937', 'Rx2255', 'Rx2255', 'Rx2255', 'Rx2255', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070', 'Lx0070']",426.44827586206895,660.1089512998645,-55.44827586206896,"['Rx1354', 'Rx0657', 'Sx1937', 'Rx2255', 'Lx0070']",5,"[5, 1, 4, 4, 30]"
2033,2033,20080715132532,Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865---Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865--Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0866Rx0323Rx0323Mx0030Mx0030Mx0030Mx0030Mx0030Mx0030-Sx1938-Sx1939Sx1939Sx1939Sx1939-Kx0022-Sx1940Sx1940-Hc0025Hc0025Hc0025Hc0025Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865Rx0865---Ux0247--Rx0886Rx0886Rx0886Rx0886Rx0886Rx0886-----,8:21:00,92,0 days 08:21:00,501,"['Rx0865', 'Rx0866', 'Rx0323', 'Mx0030', 'Sx1938', 'Sx1939', 'Kx0022', 'Sx1940', 'Hc0025', 'Ux0247', 'Rx0886']","['Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0866', 'Rx0323', 'Rx0323', 'Mx0030', 'Mx0030', 'Mx0030', 'Mx0030', 'Mx0030', 'Mx0030', 'Sx1938', 'Sx1939', 'Sx1939', 'Sx1939', 'Sx1939', 'Kx0022', 'Sx1940', 'Sx1940', 'Hc0025', 'Hc0025', 'Hc0025', 'Hc0025', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Rx0865', 'Ux0247', 'Rx0886', 'Rx0886', 'Rx0886', 'Rx0886', 'Rx0886', 'Rx0886']",426.44827586206895,660.1089512998645,74.55172413793105,"['Rx0865', 'Rx0866', 'Rx0323', 'Mx0030', 'Sx1938', 'Sx1939', 'Kx0022', 'Sx1940', 'Hc0025', 'Rx0865', 'Ux0247', 'Rx0886']",12,"[40, 50, 2, 6, 1, 4, 1, 2, 4, 8, 1, 6]"
2034,2034,20080720155229,Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137Ux0137-----Sx0732Ux0137---Lx0176--Rx0865-Lx0177Lx0177Lx0177Lx0177Lx0177Lx0177Lx0177Lx0177Lx0177---,5:18:00,92,0 days 05:18:00,318,"['Ux0137', 'Sx0732', 'Lx0176', 'Rx0865', 'Lx0177']","['Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Ux0137', 'Sx0732', 'Ux0137', 'Lx0176', 'Rx0865', 'Lx0177', 'Lx0177', 'Lx0177', 'Lx0177', 'Lx0177', 'Lx0177', 'Lx0177', 'Lx0177', 'Lx0177']",426.44827586206895,660.1089512998645,-108.44827586206895,"['Ux0137', 'Sx0732', 'Ux0137', 'Lx0176', 'Rx0865', 'Lx0177']",6,"[18, 1, 1, 1, 1, 9]"
2035,2035,20080813073848,Rx0198--Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454Rx0454-------------------Tx0193Tx0193----------------------------Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256Rx2256-Sx1483Sx1483-Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483Sx1483-----------------,13:14:00,92,0 days 13:14:00,794,"['Rx0198', 'Rx0454', 'Tx0193', 'Rx2256', 'Sx1483']","['Rx0198', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Rx0454', 'Tx0193', 'Tx0193', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Rx2256', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483', 'Sx1483']",426.44827586206895,660.1089512998645,367.5517241379311,"['Rx0198', 'Rx0454', 'Tx0193', 'Rx2256', 'Sx1483']",5,"[1, 33, 2, 15, 21]"
